CSV CAN data
Converted from Kvaser Memorator at,2026-04-17 13:47:54
                                                        
Format of data field,HEX
Format of id field,HEX
Timestamp Offset,            0.000000,seconds
Logging started at,2026-04-17 13:47:31
Time,Channel,id,Flags,DLC,Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Counter
15.467370,1,39a,2,8,a8,02,02,00,00,00,22,0a,17724
15.467630,1,4ad,2,8,00,00,00,00,00,00,00,02,17725
15.467880,1,293,2,8,00,07,27,ff,38,00,0f,ff,17726
15.468100,1,353,2,8,32,64,4d,00,00,00,00,00,17727
15.468350,1,4ba,2,8,4f,74,6d,37,19,10,02,31,17728
15.470190,1,217,2,8,26,03,ff,00,7f,ff,00,30,17729
15.470440,1,400,2,8,18,00,00,00,00,01,00,01,17730
15.470660,1,280,2,8,7f,da,0b,00,00,05,11,dc,17731
15.470910,1,380,2,8,6e,00,1d,20,9f,b9,6e,9a,17732
15.471130,1,3b9,2,8,6e,00,85,00,6e,14,80,00,17733
15.471380,1,405,2,8,00,00,00,00,00,00,00,00,17734
15.471640,1,407,2,8,14,00,00,00,00,00,00,00,17735
15.471900,1,312,2,8,00,20,8f,08,00,ff,00,08,17736
15.472620,1,215,2,8,43,54,c3,49,7b,49,13,49,17737
15.472880,1,255,2,8,88,80,00,00,03,54,83,54,17738
15.473130,1,295,2,8,24,3a,90,0d,ff,ff,80,00,17739
15.473350,1,2b5,2,8,03,00,02,00,24,00,00,00,17740
15.473600,1,315,2,8,00,02,51,77,00,63,ff,50,17741
15.473860,1,350,2,8,0f,02,00,00,00,ff,00,fc,17742
15.474070,1,375,2,8,00,00,00,00,53,ff,00,40,17743
15.474330,1,402,2,8,00,00,00,00,00,04,04,50,17744
15.474580,1,4c0,2,8,b4,00,00,8a,00,7d,5b,7f,17745
15.477780,1,293,2,8,00,08,27,ff,40,00,0f,ff,17746
15.478000,1,3d3,2,8,00,00,00,e1,3a,20,06,67,17747
15.478250,1,3f3,2,8,5c,5a,0c,8f,ff,7f,00,80,17748
15.480260,1,217,2,8,26,03,ff,00,7f,ff,00,30,17749
15.480470,1,20b,2,8,c3,09,c3,ff,58,00,00,00,17750
15.480730,1,24b,2,8,c8,c8,3d,f3,00,00,00,00,17751
15.480980,1,250,2,8,00,00,00,00,00,00,00,00,17752
15.481200,1,257,2,8,30,7d,e2,0b,d9,06,11,e0,17753
15.481450,1,280,2,8,7f,50,0c,00,00,05,11,dc,17754
15.481670,1,294,2,8,7c,70,c8,01,80,00,80,00,17755
15.481920,1,29b,2,8,00,f6,00,00,20,93,00,00,17756
15.482180,1,2a6,2,8,00,c5,00,c8,00,c5,18,c4,17757
15.482390,1,2c8,2,8,00,00,02,00,02,00,00,00,17758
15.482650,1,2cb,2,8,20,21,28,00,0f,ff,87,ff,17759
15.482900,1,346,2,8,00,00,00,00,00,00,00,00,17760
15.483160,1,378,2,8,00,00,00,00,01,7f,01,7f,17761
15.483370,1,397,2,8,00,80,00,00,80,bc,00,98,17762
15.483630,1,398,2,8,00,00,00,00,00,00,00,00,17763
15.483880,1,3cf,2,8,00,00,00,00,00,00,00,00,17764
15.484140,1,3d8,2,8,c8,00,00,00,00,00,00,00,17765
15.484400,1,3eb,2,8,6e,00,62,00,00,00,00,00,17766
15.484610,1,422,2,8,38,00,00,00,04,3f,00,60,17767
15.484870,1,457,2,8,40,00,09,60,06,92,40,80,17768
15.485120,1,45d,2,8,00,75,00,00,61,04,75,74,17769
15.485340,1,475,2,8,12,12,02,12,02,ee,12,ee,17770
15.485550,1,477,2,8,02,68,00,d5,7f,42,02,00,17771
15.485800,1,4f0,2,8,00,00,85,00,00,94,e1,00,17772
15.486060,1,4f7,2,8,80,24,00,00,27,10,55,9a,17773
15.486270,1,39a,2,8,a8,03,02,00,00,00,22,0a,17774
15.486530,1,4f8,2,8,00,00,00,00,50,00,50,00,17775
15.486790,1,4fd,2,8,00,00,22,00,00,00,00,00,17776
15.487000,1,4ff,2,8,00,00,00,00,d5,93,9d,41,17777
15.487640,1,215,2,8,43,54,c3,49,7b,49,13,49,17778
15.487850,1,255,2,8,88,80,00,00,03,54,83,54,17779
15.488110,1,293,2,8,00,09,27,ff,48,00,0f,ff,17780
15.488360,1,375,2,8,00,00,00,00,53,ff,00,40,17781
15.490110,1,217,2,8,26,03,ff,00,7f,ff,00,40,17782
15.490370,1,337,2,8,0a,00,3e,00,00,00,00,00,17783
15.490580,1,280,2,8,7f,df,0d,00,00,05,11,dc,17784
15.490840,1,380,2,8,6e,00,1d,20,90,b9,6e,f2,17785
15.491050,1,3b9,2,8,6e,00,85,00,6e,14,80,00,17786
15.491690,1,312,2,8,00,20,8f,09,00,ff,00,09,17787
15.492630,1,295,2,8,24,3b,90,0e,ff,ff,80,00,17788
15.492890,1,2b5,2,8,03,00,02,00,24,00,00,00,17789
15.493140,1,315,2,8,00,06,51,77,00,f3,ff,50,17790
15.493360,1,350,2,8,0f,02,00,00,00,ff,00,fc,17791
15.493610,1,355,2,8,33,00,00,00,00,4b,00,00,17792
15.493870,1,3f5,2,8,00,00,00,00,03,48,00,00,17793
15.494120,1,4b5,2,8,01,00,00,00,00,00,00,00,17794
15.494340,1,4c5,2,8,00,00,00,00,94,00,4a,13,17795
15.494590,1,4d5,2,8,00,00,04,01,60,f1,4c,00,17796
15.495150,1,250,2,8,00,00,00,00,00,00,00,00,17797
15.495360,1,257,2,8,30,7d,e2,0c,d9,06,12,e0,17798
15.495620,1,20b,2,8,c3,0a,c3,ff,5c,00,00,00,17799
15.495830,1,24b,2,8,c8,c8,3d,f3,00,00,00,00,17800
15.496090,1,294,2,8,7c,70,c8,01,80,00,80,00,17801
15.496340,1,2cb,2,8,20,21,28,00,0f,ff,87,ff,17802
15.496560,1,2a6,2,8,00,c5,00,c8,00,c5,18,c4,17803
15.496810,1,2c8,2,8,00,00,02,00,02,00,00,00,17804
15.497070,1,397,2,8,00,00,00,00,00,3c,00,00,17805
15.497320,1,4ad,2,8,00,00,00,00,00,00,00,02,17806
15.497750,1,293,2,8,00,0a,27,ff,50,00,0f,ff,17807
15.498010,1,353,2,8,32,64,4d,00,00,00,00,00,17808
15.498260,1,3d3,2,8,00,00,00,e1,3a,20,06,67,17809
15.498480,1,3f3,2,8,5c,5a,0d,90,ff,7f,00,80,17810
15.500480,1,280,2,8,7f,53,0e,00,00,05,11,dc,17811
15.500700,1,217,2,8,26,0b,ff,00,7f,ff,00,c0,17812
15.500950,1,29b,2,8,00,f7,00,00,20,83,00,00,17813
15.501210,1,378,2,8,00,00,00,00,01,7f,01,7f,17814
15.501460,1,398,2,8,00,00,00,00,00,00,00,00,17815
15.501720,1,3d8,2,8,c8,00,00,00,00,00,00,00,17816
15.501930,1,4f8,2,8,00,00,00,00,50,00,50,00,17817
15.502190,1,4fb,2,8,00,00,00,00,00,00,00,18,17818
15.502620,1,215,2,8,43,54,c3,49,7b,49,13,49,17819
15.502870,1,255,2,8,08,80,00,00,03,54,03,54,17820
15.503130,1,375,2,8,00,00,00,00,53,ff,00,40,17821
15.503470,1,3cf,2,8,00,00,00,00,00,00,00,00,17822
15.506240,1,39a,2,8,a8,02,02,01,00,00,22,0a,17823
15.507740,1,293,2,8,00,0b,27,ff,58,00,0f,ff,17824
15.510000,1,217,2,8,25,13,ff,00,7f,ff,00,40,17825
15.510250,1,250,2,8,00,00,00,01,00,00,00,00,17826
15.510470,1,20b,2,8,c3,0b,c3,ff,60,00,00,00,17827
15.510720,1,24b,2,8,c8,c8,3d,f3,00,00,00,00,17828
15.510940,1,257,2,8,30,7d,e2,0d,d9,06,13,e0,17829
15.511190,1,280,2,8,7f,dc,0f,00,00,05,11,dc,17830
15.511450,1,294,2,8,7c,70,c8,01,80,00,80,00,17831
15.511660,1,2a6,2,8,00,c5,00,c8,00,c5,18,c4,17832
15.511920,1,2c8,2,8,00,00,02,00,02,00,00,00,17833
15.512170,1,2cb,2,8,20,21,28,00,0f,ff,87,ff,17834
15.512390,1,312,2,8,00,20,8f,0a,00,ff,00,0a,17835
15.512640,1,346,2,8,00,00,00,00,00,00,00,00,17836
15.512900,1,295,2,8,24,3c,90,0f,ff,ff,80,00,17837
15.513150,1,2b5,2,8,03,00,02,00,24,00,00,00,17838
15.513370,1,315,2,8,00,02,51,77,00,63,ff,50,17839
15.513620,1,350,2,8,0f,02,00,00,00,ff,00,fc,17840
15.513840,1,380,2,8,6e,00,1d,20,91,b9,6e,6f,17841
15.514090,1,397,2,8,00,00,00,00,00,3c,80,00,17842
15.514350,1,3b9,2,8,6e,00,85,00,6e,14,80,00,17843
15.514560,1,3eb,2,8,6e,00,62,00,00,00,00,00,17844
15.514820,1,422,2,8,38,00,00,00,04,3f,00,60,17845
15.515070,1,337,2,8,0a,c0,3e,00,00,00,00,00,17846
15.515290,1,45d,2,8,00,75,00,00,61,04,75,70,17847
15.515540,1,475,2,8,12,12,02,12,02,ee,12,ee,17848
15.517590,1,215,2,8,43,54,c3,49,7b,49,13,49,17849
15.517850,1,255,2,8,88,80,00,00,03,54,83,54,17850
15.518100,1,293,2,8,00,0c,27,ff,60,00,0f,ff,17851
15.518360,1,375,2,8,00,00,00,00,53,ff,00,40,17852
15.518570,1,3d3,2,8,00,00,00,e1,3a,20,06,67,17853
15.518830,1,3f3,2,8,5c,5a,0e,91,ff,7f,00,80,17854
15.520150,1,217,2,8,25,03,ff,00,7f,ff,00,50,17855
15.520360,1,457,2,8,40,00,09,60,06,92,40,80,17856
15.520620,1,280,2,8,7f,5a,00,00,00,05,11,dc,17857
15.520880,1,29b,2,8,00,f8,00,00,20,73,00,00,17858
15.521090,1,378,2,8,00,00,00,00,01,7f,01,7f,17859
15.521350,1,398,2,8,00,00,00,00,00,00,00,00,17860
15.521600,1,3d8,2,8,c8,00,00,00,00,00,00,00,17861
15.521860,1,477,2,8,02,68,00,d5,7f,42,02,00,17862
15.522070,1,4f8,2,8,00,00,00,00,50,00,50,00,17863
15.522330,1,4fd,2,8,00,00,22,00,00,00,00,00,17864
15.523350,1,402,2,8,00,00,00,00,00,04,04,50,17865
15.523610,1,3cf,2,8,00,00,00,00,00,00,00,00,17866
15.524970,1,250,2,8,00,00,00,00,00,00,00,00,17867
15.525190,1,257,2,8,30,7d,e2,0e,d9,06,14,e0,17868
15.525440,1,20b,2,8,c3,0c,c3,ff,64,00,00,00,17869
15.525660,1,24b,2,8,c8,c8,3d,f3,00,00,00,00,17870
15.525910,1,294,2,8,7c,70,c8,01,80,00,80,00,17871
15.526170,1,2cb,2,8,20,21,28,00,0f,ff,87,ff,17872
15.526420,1,397,2,8,00,00,00,00,00,3c,00,00,17873
15.526640,1,2a6,2,8,00,c5,00,c8,00,c5,18,c4,17874
15.526890,1,2c8,2,8,00,00,02,00,02,00,00,00,17875
15.527110,1,39a,2,8,a8,03,02,01,00,00,22,0a,17876
15.527360,1,4ad,2,8,00,00,00,00,00,00,00,02,17877
15.527620,1,4f0,2,8,00,00,85,00,00,94,e1,00,17878
15.527870,1,293,2,8,00,0d,27,ff,68,00,0f,ff,17879
15.528090,1,353,2,8,32,64,4d,00,00,00,00,00,17880
15.530140,1,217,2,8,25,03,ff,00,7f,ff,00,50,17881
15.530480,1,280,2,8,7f,d5,01,00,00,05,11,dc,17882
15.530690,1,380,2,8,6f,00,1d,20,92,b9,6e,d5,17883
15.530950,1,3b9,2,8,6e,00,85,00,6e,14,80,00,17884
15.531710,1,312,2,8,00,20,8f,0b,00,ff,00,0b,17885
15.532610,1,215,2,8,43,54,c3,49,7b,49,13,49,17886
15.532870,1,255,2,8,88,80,00,00,03,54,83,54,17887
15.533120,1,295,2,8,24,3d,90,10,ff,ff,80,00,17888
15.533340,1,2b5,2,8,03,00,02,00,24,00,00,00,17889
15.533590,1,315,2,8,00,02,51,77,00,63,ff,50,17890
15.533850,1,350,2,8,0f,02,00,00,00,ff,00,fc,17891
15.534060,1,375,2,8,00,00,00,00,53,ff,00,40,17892
15.534320,1,4c0,2,8,b4,00,00,8a,00,7d,5b,7f,17893
15.537730,1,293,2,8,00,0e,27,ff,70,00,0f,ff,17894
15.537990,1,3d3,2,8,00,00,00,e1,3a,20,06,67,17895
15.538240,1,3f3,2,8,5c,5a,00,83,ff,7f,00,80,17896
15.540200,1,217,2,8,25,03,ff,00,7f,ff,00,50,17897
15.540460,1,20b,2,8,c3,0d,c3,ff,68,00,00,00,17898
15.540720,1,24b,2,8,c8,c8,3d,f3,00,00,00,00,17899
15.540970,1,250,2,8,00,00,00,00,00,00,00,00,17900
15.541190,1,257,2,8,30,7d,e2,00,d9,06,06,e0,17901
15.541440,1,280,2,8,7f,59,02,00,00,05,11,dc,17902
15.541660,1,294,2,8,7c,70,c8,01,80,00,80,00,17903
15.541910,1,29b,2,8,00,f9,00,00,20,63,00,00,17904
15.542170,1,2a6,2,8,00,c5,00,c8,00,c5,18,c4,17905
15.542420,1,2c8,2,8,00,00,02,00,02,00,00,00,17906
15.542640,1,2cb,2,8,20,21,28,00,0f,ff,87,ff,17907
15.542890,1,337,2,8,0a,00,3e,00,00,00,00,00,17908
15.543150,1,346,2,8,00,00,00,00,00,00,00,00,17909
15.543400,1,355,2,8,33,00,00,00,00,4b,00,00,17910
15.543620,1,378,2,8,00,00,00,00,01,7f,01,7f,17911
15.543870,1,397,2,8,00,00,00,00,00,3c,00,00,17912
15.544130,1,398,2,8,00,00,00,00,00,00,00,00,17913
15.544390,1,3cf,2,8,80,00,00,00,00,00,00,00,17914
15.544640,1,3d8,2,8,c8,00,00,00,00,00,00,00,17915
15.544900,1,3eb,2,8,6e,00,62,00,00,00,00,00,17916
15.545110,1,422,2,8,38,00,00,00,04,3f,00,60,17917
15.545370,1,437,2,8,02,00,00,00,13,40,00,00,17918
15.545580,1,45d,2,8,00,75,00,00,61,04,75,74,17919
15.545840,1,475,2,8,12,12,02,12,02,ee,12,ee,17920
15.546050,1,4c5,2,8,00,00,00,00,90,00,4a,13,17921
15.546310,1,39a,2,8,a8,03,02,00,00,00,22,0a,17922
15.546560,1,4d5,2,8,00,00,04,01,60,f1,4c,00,17923
15.546780,1,4f2,2,8,00,00,00,00,00,b6,02,b6,17924
15.547030,1,4f4,2,8,00,00,00,00,00,00,00,00,17925
15.547290,1,4f7,2,8,80,24,00,80,27,10,d5,9a,17926
15.547500,1,4f8,2,8,00,00,00,00,50,00,50,00,17927
15.547760,1,215,2,8,43,54,c3,49,7b,49,13,49,17928
15.547970,1,255,2,8,88,80,00,00,03,54,83,54,17929
15.548230,1,293,2,8,00,00,27,ff,00,00,0f,ff,17930
15.548480,1,375,2,8,00,00,00,00,53,ff,00,40,17931
15.548700,1,4ff,2,8,00,00,00,00,d5,93,9d,41,17932
15.550360,1,217,2,8,25,4b,ff,00,7f,ff,00,e0,17933
15.550570,1,280,2,8,7f,d6,03,00,00,05,11,dc,17934
15.550830,1,380,2,8,6e,00,1d,20,93,b9,6e,48,17935
15.551040,1,3b9,2,8,6e,00,85,00,6e,14,80,00,17936
15.551680,1,312,2,8,00,20,8f,0c,00,ff,00,0c,17937
15.552660,1,295,2,8,24,3e,90,11,ff,ff,80,00,17938
15.552880,1,2b5,2,8,03,00,02,00,24,00,00,00,17939
15.553130,1,315,2,8,00,02,51,77,00,63,ff,50,17940
15.553390,1,350,2,8,0f,02,00,00,00,ff,00,fc,17941
15.555100,1,250,2,8,00,00,00,01,00,00,00,00,17942
15.555350,1,257,2,8,30,7d,e2,01,d9,06,07,e0,17943
15.555560,1,20b,2,8,c3,0e,c3,ff,6c,00,00,00,17944
15.555820,1,24b,2,8,c8,c8,3d,f3,00,00,00,00,17945
15.556080,1,294,2,8,7c,70,c8,01,80,00,80,00,17946
15.556290,1,2cb,2,8,20,21,28,00,0f,ff,87,ff,17947
15.556550,1,2a6,2,8,00,c5,00,c8,00,c5,18,c4,17948
15.556800,1,2c8,2,8,00,00,02,00,02,00,00,00,17949
15.557020,1,397,2,8,00,80,00,00,80,bc,00,98,17950
15.557270,1,4ad,2,8,00,00,00,00,00,00,00,02,17951
15.557740,1,293,2,8,00,01,27,ff,08,00,0f,ff,17952
15.558000,1,353,2,8,32,64,4d,00,00,00,00,00,17953
15.558210,1,3d3,2,8,00,00,00,e1,3a,20,06,67,17954
15.558470,1,3f3,2,8,5c,5a,01,84,ff,7f,00,80,17955
15.560090,1,217,2,8,25,03,ff,00,7f,ff,00,60,17956
15.560340,1,457,2,8,40,00,09,60,06,92,40,80,17957
15.560560,1,280,2,8,7f,5c,04,00,00,05,11,dc,17958
15.560810,1,29b,2,8,00,fa,00,00,20,53,00,00,17959
15.561070,1,378,2,8,00,00,00,00,01,7f,01,7f,17960
15.561320,1,398,2,8,00,00,00,00,00,00,00,00,17961
15.561540,1,477,2,8,02,68,00,d5,7f,42,02,00,17962
15.561790,1,3d8,2,8,c8,00,00,00,00,00,00,00,17963
15.562050,1,4f8,2,8,00,00,00,00,50,00,50,00,17964
15.562310,1,4fd,2,8,00,00,22,00,00,00,00,00,17965
15.562650,1,215,2,8,43,54,c3,49,7b,49,13,49,17966
15.562860,1,255,2,8,08,80,00,00,03,54,03,54,17967
15.563120,1,375,2,8,00,00,00,00,53,ff,00,40,17968
15.563630,1,3cf,2,8,00,00,00,00,00,00,00,00,17969
15.564990,1,337,2,8,0a,00,3e,00,00,00,00,00,17970
15.566270,1,39a,2,8,a8,03,02,00,00,00,22,0a,17971
15.567770,1,293,2,8,00,02,27,ff,10,00,0f,ff,17972
15.569820,1,501,2,8,11,02,00,81,01,00,00,00,17973
15.570200,1,217,2,8,25,03,ff,00,7f,ff,00,70,17974
15.570460,1,20b,2,8,c3,0f,c3,ff,70,00,00,00,17975
15.570670,1,24b,2,8,c8,c8,3d,f3,00,00,00,00,17976
15.570920,1,250,2,8,00,00,00,00,00,00,00,00,17977
15.571180,1,257,2,8,30,7d,e2,02,d9,06,08,e0,17978
15.571440,1,280,2,8,7f,d3,05,00,00,05,11,dc,17979
15.571650,1,294,2,8,7c,70,c8,01,80,00,80,00,17980
15.571910,1,2a6,2,8,00,c5,00,c8,00,c5,18,c4,17981
15.572160,1,2c8,2,8,00,00,02,00,02,00,00,00,17982
15.572380,1,2cb,2,8,20,21,28,00,0f,ff,87,ff,17983
15.572630,1,312,2,8,00,20,8f,0d,00,ff,00,0d,17984
15.572840,1,295,2,8,24,30,90,03,ff,ff,80,00,17985
15.573100,1,2b5,2,8,03,00,02,00,24,00,00,00,17986
15.573360,1,315,2,8,00,02,51,77,00,63,ff,50,17987
15.573610,1,346,2,8,00,00,00,00,00,00,00,00,17988
15.573830,1,350,2,8,0f,02,00,00,00,ff,00,fc,17989
15.574080,1,380,2,8,6e,00,1d,20,94,b9,6e,bc,17990
15.574340,1,397,2,8,00,00,00,00,00,3c,00,00,17991
15.574550,1,3b9,2,8,6e,00,85,00,6e,14,80,00,17992
15.574810,1,3eb,2,8,6e,00,62,00,00,00,00,00,17993
15.575060,1,402,2,8,00,00,00,00,00,04,04,50,17994
15.575280,1,422,2,8,38,00,00,00,04,3f,00,60,17995
15.575530,1,45d,2,8,00,75,00,00,61,04,75,74,17996
15.575750,1,475,2,8,12,12,02,12,02,ee,12,ee,17997
15.576000,1,4f0,2,8,00,00,85,00,00,94,e1,00,17998
15.576260,1,4fb,2,8,00,00,00,00,00,00,00,18,17999
15.577620,1,215,2,8,43,54,c3,49,7b,49,13,49,18000
15.577880,1,255,2,8,88,80,00,00,03,54,83,54,18001
15.578090,1,293,2,8,00,03,27,ff,18,00,0f,ff,18002
15.578350,1,375,2,8,00,00,00,00,53,ff,00,40,18003
15.578600,1,3d3,2,8,00,00,00,e1,3a,20,06,67,18004
15.578820,1,3f3,2,8,5c,5a,02,85,ff,7f,00,80,18005
15.580180,1,217,2,8,25,03,ff,00,7f,ff,00,70,18006
15.580480,1,280,2,8,7f,5f,06,00,00,05,11,dc,18007
15.580740,1,29b,2,8,00,fb,00,00,20,43,00,00,18008
15.580990,1,378,2,8,00,00,00,00,01,7f,01,7f,18009
15.581210,1,398,2,8,00,00,00,00,00,00,00,00,18010
15.581460,1,4f8,2,8,00,00,00,00,50,00,50,00,18011
15.581720,1,3d8,2,8,c8,00,00,00,00,00,00,00,18012
15.583430,1,3cf,2,8,00,00,00,00,00,00,00,00,18013
15.584960,1,250,2,8,00,00,00,00,00,00,00,00,18014
15.585220,1,257,2,8,30,7d,e2,03,d9,06,09,e0,18015
15.585430,1,20b,2,8,c3,10,c3,ff,74,00,00,00,18016
15.585690,1,24b,2,8,c8,c8,3d,f3,00,00,00,00,18017
15.585940,1,294,2,8,7c,70,c8,01,80,00,80,00,18018
15.586160,1,2cb,2,8,20,21,28,00,0f,ff,87,ff,18019
15.586410,1,397,2,8,00,00,00,00,00,3c,00,00,18020
15.586670,1,2a6,2,8,00,c5,00,c8,00,c5,18,c4,18021
15.586920,1,2c8,2,8,00,00,02,00,02,00,00,00,18022
15.587140,1,39a,2,8,a8,02,02,00,00,00,22,0a,18023
15.587390,1,4ad,2,8,00,00,00,00,00,00,00,02,18024
15.587780,1,293,2,8,00,04,27,ff,20,00,0f,ff,18025
15.588030,1,353,2,8,32,64,4d,00,00,00,00,00,18026
15.590040,1,217,2,8,25,03,ff,00,7f,ff,00,70,18027
15.590300,1,337,2,8,0a,00,3e,00,00,00,00,00,18028
15.590550,1,280,2,8,7f,d0,07,00,00,05,11,dc,18029
15.590760,1,380,2,8,6e,00,1d,20,95,b9,6e,21,18030
15.591020,1,3b9,2,8,6e,00,85,00,6e,14,80,00,18031
15.591700,1,312,2,8,00,20,8f,0e,00,ff,00,0e,18032
15.592640,1,215,2,8,43,54,c3,49,7b,49,13,49,18033
15.592860,1,255,2,8,88,80,00,00,03,54,83,54,18034
15.593110,1,295,2,8,24,31,90,04,ff,ff,80,00,18035
15.593370,1,2b5,2,8,03,00,02,00,24,00,00,00,18036
15.593580,1,315,2,8,00,06,51,77,00,f3,ff,50,18037
15.593840,1,350,2,8,0f,02,00,00,00,ff,00,fc,18038
15.594090,1,355,2,8,33,00,00,00,00,4b,00,00,18039
15.594310,1,375,2,8,00,00,00,00,53,ff,00,40,18040
15.594560,1,4b5,2,8,01,00,00,00,00,00,00,00,18041
15.594820,1,4c0,2,8,b4,00,00,8a,00,7d,5b,7f,18042
15.595070,1,4c5,2,8,00,00,00,00,94,00,4a,13,18043
15.595290,1,4d5,2,8,00,00,04,01,60,f1,4c,00,18044
15.595540,1,4fa,2,8,00,c1,80,4d,27,10,aa,78,18045
15.597720,1,293,2,8,00,05,27,ff,28,00,0f,ff,18046
15.597980,1,3d3,2,8,00,00,00,e1,3a,20,06,67,18047
15.598190,1,3f3,2,8,5c,5a,03,86,ff,7f,00,80,18048
15.600410,1,20b,2,8,c3,11,c3,ff,78,00,00,00,18049
15.600660,1,24b,2,8,c8,c8,3d,f3,00,00,00,00,18050
15.600880,1,217,2,8,25,1b,ff,00,7f,ff,00,80,18051
15.601130,1,250,2,8,00,00,00,01,00,00,00,00,18052
15.601390,1,257,2,8,30,7d,e2,04,d9,06,0a,e0,18053
15.601600,1,280,2,8,7f,56,08,00,00,05,11,dc,18054
15.601860,1,294,2,8,7c,70,c8,01,80,00,80,00,18055
15.602110,1,29b,2,8,00,fc,00,00,20,33,00,00,18056
15.602330,1,2a6,2,8,00,c5,00,c8,00,c5,18,c4,18057
15.602580,1,2c8,2,8,00,00,02,00,02,00,00,00,18058
15.602840,1,2cb,2,8,20,21,28,00,0f,ff,87,ff,18059
15.603100,1,346,2,8,00,00,00,00,00,00,00,00,18060
15.603350,1,378,2,8,00,00,00,00,01,7f,01,7f,18061
15.603560,1,397,2,8,00,00,00,00,00,3c,80,00,18062
15.603820,1,398,2,8,00,00,00,00,00,00,00,00,18063
15.604080,1,3cf,2,8,00,00,00,00,00,00,00,00,18064
15.604330,1,3d8,2,8,c8,00,00,00,00,00,00,00,18065
15.604590,1,3eb,2,8,6d,00,62,00,00,00,00,00,18066
15.604800,1,422,2,8,38,00,00,00,05,3f,00,60,18067
15.605060,1,457,2,8,40,00,09,60,06,92,40,80,18068
15.605270,1,45d,2,8,00,75,00,00,61,04,75,74,18069
15.605530,1,475,2,8,12,12,02,12,02,ee,12,ee,18070
15.605740,1,477,2,8,02,68,00,d5,7f,42,02,00,18071
15.606000,1,47d,2,8,00,00,00,00,18,01,5c,15,18072
15.606210,1,4f7,2,8,80,24,00,80,27,10,d5,9a,18073
15.606470,1,39a,2,8,a8,03,02,01,00,00,22,0a,18074
15.606720,1,4f8,2,8,00,00,00,00,50,00,50,00,18075
15.606980,1,4fd,2,8,00,00,22,00,00,00,00,00,18076
15.607190,1,4ff,2,8,00,00,00,00,d5,93,9d,42,18077
15.607620,1,215,2,8,43,54,c3,49,7b,49,13,49,18078
15.607870,1,255,2,8,88,80,00,00,03,54,83,54,18079
15.608130,1,293,2,8,00,06,27,ff,30,00,0f,ff,18080
15.608340,1,375,2,8,00,00,00,00,53,ff,00,40,18081
15.610050,1,217,2,8,25,03,ff,00,7f,ff,00,00,18082
15.610430,1,280,2,8,7f,d9,09,00,00,05,11,dc,18083
15.610820,1,380,2,8,6e,00,1d,20,96,b9,6e,9b,18084
15.611030,1,3b9,2,8,6e,00,85,00,6e,14,80,00,18085
15.611670,1,312,2,8,00,20,8f,00,00,ff,00,00,18086
15.612650,1,295,2,8,24,32,90,05,ff,ff,80,00,18087
15.612910,1,2b5,2,8,03,00,02,00,24,00,00,00,18088
15.613120,1,315,2,8,00,02,51,77,00,63,ff,50,18089
15.613380,1,350,2,8,0f,02,00,00,00,ff,00,fc,18090
15.615040,1,250,2,8,00,00,00,00,00,00,00,00,18091
15.615260,1,257,2,8,30,7d,e2,05,d9,06,0b,e0,18092
15.615510,1,20b,2,8,c3,03,c3,ff,40,00,00,00,18093
15.615770,1,24b,2,8,c8,c8,3d,f3,00,00,00,00,18094
15.615980,1,294,2,8,7c,70,c8,01,80,00,80,00,18095
15.616240,1,2cb,2,8,20,21,28,00,0f,ff,87,ff,18096
15.616450,1,2a6,2,8,00,c5,00,c8,00,c5,18,c4,18097
15.616710,1,2c8,2,8,00,00,02,00,02,00,00,00,18098
15.616960,1,337,2,8,0a,c0,3e,00,00,00,00,00,18099
15.617220,1,397,2,8,00,00,00,00,00,3c,00,00,18100
15.617470,1,4ad,2,8,00,00,00,00,00,00,00,02,18101
15.617690,1,4f0,2,8,00,00,85,00,00,94,e1,00,18102
15.617940,1,293,2,8,00,07,27,ff,38,00,0f,ff,18103
15.618200,1,353,2,8,32,64,4d,00,00,00,00,00,18104
15.618410,1,3d3,2,8,00,00,00,e1,3a,20,06,67,18105
15.618670,1,3f3,2,8,5c,5a,04,87,ff,7f,00,80,18106
15.620030,1,217,2,8,25,03,ff,00,7f,ff,00,00,18107
15.620460,1,280,2,8,7f,55,0a,00,00,05,11,dc,18108
15.620720,1,29b,2,8,00,fd,00,00,20,23,00,00,18109
15.620970,1,378,2,8,00,00,00,00,01,7f,01,7f,18110
15.621230,1,398,2,8,00,00,00,00,00,00,00,00,18111
15.621440,1,4f8,2,8,00,00,00,00,50,00,50,00,18112
15.621700,1,3d8,2,8,c8,00,00,00,00,00,00,00,18113
15.622640,1,215,2,8,43,54,c3,49,7b,49,13,49,18114
15.622850,1,255,2,8,08,80,00,00,03,54,03,54,18115
15.623110,1,375,2,8,00,00,00,00,53,ff,00,40,18116
15.623360,1,402,2,8,00,00,00,00,00,04,04,50,18117
15.623620,1,3cf,2,8,00,00,00,00,00,00,00,00,18118
15.626260,1,39a,2,8,a8,02,02,01,00,00,22,0a,18119
15.627760,1,293,2,8,00,08,27,ff,40,00,0f,ff,18120
15.630060,1,217,2,8,25,03,ff,00,7f,ff,00,10,18121
15.630320,1,250,2,8,00,00,00,00,00,00,00,00,18122
